PolicyRef,Agent Code,InceptionDate,ProductClass,syspolicytype,Claim,Claim Dates
16531FODC,FR85CG,14-Jul-21,Casualty,OM,157057.2304,25-Dec-21
16549RUJG,GM68HI,20-May-22,Const,OM,120995.3472,09-Jul-22
16557BFXH,HR90RW,01-Apr-21,Non Marine,OM,174327.1236,23-Jun-21
16573YSJO,IQ76XK,01-Jan-22,Non Marine,OM,123373.5524,01-Feb-22
16604BFXX,HI81EO,01-Jul-21,Non Marine,BON,11536.8736,02-Feb-22
16611SNDO,RY67XF,01-Feb-21,Property,OM,23490.2864,13-Jun-21
16615XBCF,CE80NT,24-Apr-22,Property,OM,164977.6492,30-Jun-22
16619UQDD,OR76NM,31-Jul-21,Non Marine,OM,115111.633,13-Jan-22
16654DMHI,SW66SU,30-Jun-22,Infra,OM,118552.9128,05-Sep-22
16655OWVO,CE80NT,01-Apr-22,Property,OM,101774.127,14-May-22
16665XMYG,DE76BP,22-Oct-21,Property,OM,44679.6896,04-Feb-22
16685RYSC,RF66OI,01-Jan-22,Const,OM,104417.236,09-Mar-22
16686BAKL,BR81PP,06-Dec-22,Property,OM,111368.4936,08-Dec-22
16690CPCM,SD72ZX,10-Mar-21,Infra,OM,93083.8888,05-Aug-21
16703YHHM,OS75XC,01-Sep-21,Non Marine,OM,148889.244,12-Feb-22
16718OLLK,LN72NP,21-Nov-21,Retail,OM,22354.3488,08-Jul-22
16751STUT,SA75HH,01-May-22,Infra,OM,70155.2992,07-Jun-22
16781CMHX,EQ69PG,01-Nov-21,Non Marine,OM,130592.5166,19-Jun-22
16785NCFG,HM70MN,25-Oct-22,Aviation,OM,95478.0288,31-Oct-22
16798NLLY,RE79KI,01-Nov-21,Property,OM,117643.2376,28-Dec-21
16835PYTV,TM76XX,15-May-22,Infra,OM,55894.3294,12-Jul-22
16845QSFO,KO81GG,10-Sep-21,Infra,OM,131068.434,24-Mar-22
16853DVIW,OV81VM,28-Sep-21,Infra,OM,89351.794,22-Jan-22
16855ZFRQ,ID66SA,01-Apr-21,Non Marine,OM,76299.7326,04-Jul-21
16857UQFN,VK89NE,01-Jul-22,Const,OM,105677.4376,16-Sep-22
16912QXJK,ES74PF,01-Jan-22,Non Marine,PRT,184491.2916,10-Mar-22
16913QDQS,LY90UM,01-Jun-22,Non Marine,OM,61233.1832,10-Jul-22
16919XVHW,TM67DP,30-Jun-21,Non Marine,OM,106649.2938,17-Dec-21
16946GSOL,ZC69BV,01-Feb-21,Non Marine,OM,79330.9902,01-Jun-21
16946MRKA,XQ84PZ,01-Nov-21,Non Marine,OM,68445.6696,22-Jun-22
16955OQVA,FT88QO,30-Jun-21,Property,OM,16875.4628,02-Aug-21
16961ZUES,CT87OW,27-May-21,Infra,OM,180068.8064,25-Oct-21
16972YPEE,ZD68JJ,17-Mar-21,Infra,OM,136571.7514,18-Sep-21
16976CBYQ,MR75AU,21-Dec-21,Non Marine,OM,119916.7788,11-Feb-22
17017PILT,UP70XM,01-Jan-22,Non Marine,ELT,28601.6724,27-Feb-22
17019TTVG,SJ87FG,31-May-21,Non Marine,OM,133217.1918,03-Jul-21
17046SWRI,VO81SK,09-Jan-21,Property,OM,144880.701,09-Mar-21
17095MTHC,VG84BP,14-Sep-22,Non Marine,OM,125097.0588,05-Nov-22
17128MMXW,NI70DC,01-Jun-22,Non Marine,OM,32206.9552,03-Aug-22
17200NTFE,FT66HU,12-Jun-21,Non Marine,OM,14412.1152,15-Sep-21
17248CUWM,QL84CK,30-Apr-21,Non Marine,OM,158376.4182,08-Nov-21
17286DFLL,HZ69XY,01-Nov-21,Non Marine,OM,108504.8552,09-Jul-22
17292JGTX,OV81VM,06-Jul-21,Infra,OM,81483.2172,30-Dec-21
17292OLML,OG88WN,31-Dec-21,Non Marine,OM,173802.1572,02-Jun-22
17294DAVS,FT88QO,01-Oct-21,Property,OM,106841.56,20-Nov-21
17299IZPI,RW67VC,01-Dec-21,Property,OM,24718.4518,04-Jun-22
17305QZQI,ZP90RU,20-Sep-21,Non Marine,OM,100044.1134,23-Jan-22
17335ZJQR,NI70DC,10-Sep-22,Non Marine,OM,168454.8558,30-Oct-22
17379WEYT,UE68QY,08-Jul-22,Accident,OM,145839.778,21-Sep-22
17439NBTQ,PF80WK,01-Sep-22,Const,OM,98966.966,01-Nov-22
17467QAHC,FR66RL,21-Jul-22,Non Marine,OM,65305.926,13-Sep-22
17479BSMK,BQ86ZC,01-Mar-21,Non Marine,OM,18318.7088,09-Apr-21
17502PBJS,CE80NT,01-Apr-21,Property,OM,9764.0928,06-Aug-21
17511SPVZ,SK79XX,01-Dec-21,Const,OM,183819.9328,24-May-22
17539XHFH,HF77AY,01-Jul-21,Casualty,OM,38491.8912,01-Oct-21
17581FVIS,FC83AJ,01-Apr-22,Non Marine,OM,16945.0918,08-Jun-22
17605JBUJ,PJ77NK,01-Jun-21,Property,OM,38168.2168,17-Oct-21
17611NWTR,VI74EK,01-May-22,Non Marine,OM,139069.6146,27-Jul-22
17612VZSY,TU89ED,30-Apr-21,Property,OM,130224.2032,03-Oct-21
17639XMLO,MJ78KO,01-Jan-21,Non Marine,ELT,173652.913,11-Feb-21
17664WTOB,JO66DM,01-Oct-21,Non Marine,OM,75700.8252,07-Jun-22
17668QXAP,ER72MF,01-Apr-22,Retail,OM,9685.6634,26-Jun-22
17691XGSU,MN85HV,23-Dec-21,Non Marine,OM,111882.2488,13-Jul-22
17693SKNW,IT70SF,13-Feb-21,Infra,OM,161684.8002,15-Sep-21
17723HYCO,RE87EH,20-Oct-22,Non Marine,OM,144284.518,27-Oct-22
17740GILT,PE88NZ,01-Nov-21,Non Marine,OM,150057.6,05-Jul-22
17759XAHK,TM67DP,06-Sep-22,Non Marine,OM,137814.068,24-Nov-22
17765MZPV,ND84ZG,01-Dec-22,Casualty,OM,168595.329,08-Dec-22
17790UTTB,SS68JG,08-Mar-22,Non Marine,OM,96729.969,13-Apr-22
17837LTPQ,EK85OE,30-Jun-21,Aviation,OM,125231.015,14-Aug-21
17851FYOG,FN90QZ,01-Aug-22,Non Marine,OM,119698.9248,15-Oct-22
17881MHUB,IS69JF,15-Feb-22,Const,OM,174077.1648,18-Apr-22
17892RZSA,LE79SQ,30-Jun-22,Property,OM,124657.7052,03-Sep-22
17906CCCN,BV82PH,24-Jul-21,Non Marine,OM,120242.2858,22-Oct-21
17914YWUW,CB88HJ,31-Jan-22,Non Marine,OM,173070.0384,11-Apr-22
17945AEFZ,ZM69PW,31-Aug-21,Non Marine,OM,58829.0472,10-Mar-22
17985HYDK,NT84YK,01-Jul-22,Non Marine,OM,114809.6656,20-Sep-22
17986WMOD,ZS87QX,19-Apr-21,Non Marine,OM,37025.1056,28-May-21
18009AOBG,CL87BU,06-Jul-21,Retail,OM,25883.2896,30-Dec-21
18049BVKI,QC67CS,01-Jan-21,Retail,OM,182634.466,12-May-21
18081BJOX,TW74RO,24-Mar-21,Const,OM,72659.895,19-Jul-21
18098RRBD,NE81QX,10-Feb-21,Casualty,OM,149458.6632,29-Aug-21
18146MMPV,IY81NQ,01-Apr-22,Non Marine,ELT,129816.778,06-Jun-22
18147AMHE,MY77SU,01-Jan-22,Non Marine,OM,75818.778,03-Mar-22
18150QLJE,HU70TU,01-Jan-21,Non Marine,OM,13395.9728,16-Jul-21
18171XOAC,FX65XK,01-Sep-21,Property,OM,81865.4564,13-Nov-21
18210PKVA,RQ81CW,25-Sep-21,Infra,OM,21322.938,27-Jan-22
18216MRTL,ZX82LB,18-Aug-21,Property,OM,160060.264,14-Apr-22
18242TOYR,PE88NZ,14-Apr-22,Non Marine,OM,94260.3788,12-Jul-22
18286UCLD,QC67CS,03-Oct-22,Retail,OM,68757.8388,12-Oct-22
18291XAOU,IT70SF,07-Nov-22,Infra,OM,147949.62,11-Nov-22
18317DMHH,YC78SG,01-May-21,Casualty,OM,104963.9976,07-Dec-21
18324QBCH,XD67DG,24-May-22,Non Marine,OM,51636.053,04-Jul-22
18368ARWG,XH74VU,01-Mar-21,Property,OM,166299.5712,13-Aug-21
18383QYQX,LY90UM,05-Aug-21,Non Marine,OM,43904.098,01-Nov-21
18384TTLJ,NA90YR,01-Jan-22,Non Marine,OM,134841.0518,30-Mar-22
18387LYFB,VI73SU,25-Jan-22,Retail,OM,57199.5032,15-Mar-22
18387WBSJ,FV66DL,01-Jul-21,Non Marine,OM,67243.5428,14-Feb-22
18388DXQX,XQ84PZ,01-Apr-22,Non Marine,OM,68121.8188,16-Jun-22
18409BEXA,UG78KX,01-Apr-21,Retail,OM,107110.08,27-Jul-21
18432FKOS,QG76HF,18-Apr-22,Retail,OM,177332.9208,21-Jun-22
18454ESUP,GG78VC,10-Aug-21,Property,OM,150932.0736,04-Feb-22
18474MVHA,YI70ZK,01-Jun-21,Non Marine,PRT,168909.468,09-Jan-22
18492BRIW,FC76OT,01-Mar-22,Non Marine,OM,73893.47,03-Apr-22
18496HBLT,AK87YO,24-May-21,Const,OM,74016.7246,01-Nov-21
18503BAIW,NA67SV,01-Jun-21,Infra,OM,115159.6432,28-Aug-21
18503EZDP,MS73FN,01-Jan-22,Non Marine,PRT,161279.4624,21-Feb-22
18531CVDQ,XT84ZF,12-Apr-21,Non Marine,OM,72886.6768,27-Jun-21
18555ZQZJ,YH67VG,30-Mar-21,Const,OM,78816.1472,17-Aug-21
18563AHOE,YF82DI,01-May-22,Non Marine,OM,150011.8928,17-Jun-22
18573PTKE,ED76MH,01-Jan-21,Infra,ELT,45576.174,16-Mar-21
18578DYBL,HV79RQ,01-Oct-21,Non Marine,OM,154410.711,17-Nov-21
18598EYII,RQ81CW,25-Sep-22,Infra,OM,141672.4456,23-Oct-22
18601FETA,PL71GS,01-Aug-22,Non Marine,OM,84111.2832,18-Sep-22
18611LDGX,SI71VK,01-Jun-22,Property,OM,190583.6968,02-Jul-22
18638YTBG,ON86CI,03-Jun-22,Aviation,OM,183523.7376,11-Jul-22
18644OBIA,TV84TA,01-Jan-21,Non Marine,OM,113463.2828,17-Jun-21
18655ISVO,UB69GF,27-Nov-22,Non Marine,OM,98182.3878,01-Dec-22
18714IQBT,WM68BF,20-Mar-21,Infra,OM,94833.5808,15-Jul-21
18749UTCH,KI65VR,01-Jan-22,Non Marine,ELT,71429.2992,12-Mar-22
18759XENH,ON86CI,01-Jul-21,Aviation,OM,76610.8728,15-Feb-22
18806CVAA,VA67OC,01-Jan-21,Const,PRT,45922.996,04-Jul-21
18809MSLB,EB65JD,07-Sep-22,Non Marine,OM,146361.1772,14-Oct-22
18894VFKX,JI88VJ,01-Feb-22,Infra,OM,53547.298,19-Mar-22
18922QHXX,PD87CJ,01-Jul-22,Property,OM,41101.1804,18-Sep-22
18932WZOT,ZJ79WM,19-Jul-22,Infra,OM,172335.4304,17-Sep-22
18940EFND,CP68RN,25-Feb-22,Property,OM,22678.425,01-May-22
18982AOWK,TM67DP,03-Apr-22,Non Marine,OM,168978.9696,11-Jun-22
19000EVNV,TX75HL,02-Oct-22,Aviation,CVR,33616.4598,26-Nov-22
19019GQWQ,MH65TN,03-Apr-21,Non Marine,OM,49316.1774,14-May-21
19028VHPL,OG88WN,30-Jun-22,Non Marine,OM,120652.3276,28-Sep-22
19029INZM,AD87EB,04-Nov-22,Non Marine,OM,108057.6224,04-Dec-22
19037XBDV,XQ84PZ,01-Jan-21,Non Marine,OM,63718.718,05-May-21
19040PQWP,SW66SU,01-Feb-22,Property,OM,54477.1122,20-Mar-22
19051QVOQ,VW75QG,30-Sep-22,Energy,OM,13363.0056,29-Oct-22
19064HEBT,TJ74OD,28-Feb-22,Const,OM,146301.5736,07-May-22
19097VTYR,UD65YD,15-Feb-22,Non Marine,BON,93737.5488,27-Mar-22
19147LRBS,GG78VC,06-Oct-21,Property,OM,68776.5078,26-Apr-22
19163ZDBF,ER81KZ,01-Oct-22,Non Marine,OM,11431.9156,28-Oct-22
19173AWLH,LG90WL,01-Jul-22,Infra,OM,163784.5776,03-Sep-22
19211GURN,WJ73YU,01-Dec-21,Non Marine,OM,104284.8576,13-Apr-22
19279TOPD,VY66FM,01-Apr-21,Property,OM,149045.6422,12-Jul-21
19294WOOU,KE69GH,01-Jan-21,Non Marine,ELT,50843.331,26-Mar-21
19300BONW,HH89JD,01-Nov-22,Const,OM,111282.9102,15-Nov-22
19367RXNK,FE78NW,01-Oct-22,Infra,ELT,157250.9862,06-Oct-22
19369PVAT,TW74RO,01-Jul-22,Const,OM,148622.047,28-Aug-22
19386PVGW,FV83LB,01-Jan-22,Casualty,BON,108522.946,09-Feb-22
19414EVAG,PW68ZR,07-Nov-22,Property,OM,175300.587,18-Nov-22
19424WXQP,NM68PX,16-Jan-22,Infra,OM,101197.3872,19-Mar-22
19481VHDC,OE87ND,23-Mar-22,Non Marine,OM,24702.0368,28-May-22
19519XOAQ,RW76KU,01-Jan-21,Aero,BON,175698.7806,20-Feb-21
19530KBPM,XG68VI,01-Mar-22,Aviation,OM,141162.6104,30-May-22
19555ONDX,HZ69XY,01-Jan-22,Non Marine,OM,83080.6368,30-Mar-22
19610ECAP,KB85XE,01-Jul-22,Non Marine,OM,59471.349,05-Sep-22
19646MCUX,WJ73YU,01-May-21,Non Marine,OM,62172.0918,29-Nov-21
19650YRGB,EF74XC,01-Jan-22,Infra,OM,103914.839,22-Mar-22
19685JEOM,OC84KI,21-Mar-22,Non Marine,OM,129132.5616,06-May-22
19704FEZQ,YG75MV,01-Jul-22,Non Marine,OM,41353.5892,04-Sep-22
19730OYOI,NV79IT,01-Jan-22,Non Marine,OM,57874.8114,03-Mar-22
19734CADW,WW72GH,15-Oct-21,Property,OM,64444.5648,23-Feb-22
19737YJNB,FC83AJ,30-Jun-22,Non Marine,OM,60422.1744,09-Sep-22
19788CZNQ,MD80BU,31-Oct-21,Property,OM,106191.428,24-Dec-21
19829VKKG,JN79TF,01-Apr-21,Infra,OM,133038.969,16-May-21
19848YWNT,ER87PO,01-Jan-22,Aviation,OM,141650.1702,11-Mar-22
19874GNCH,IZ72HV,30-Sep-21,Casualty,OM,34014.3888,23-May-22
19889LQOH,TF89MK,10-May-22,Non Marine,OM,115366.9328,09-Jul-22
19907ZKUF,OK79DX,01-Oct-22,Non Marine,OM,163257.9648,02-Nov-22
19935LJNS,HU70TU,01-Jul-21,Non Marine,OM,82259.436,03-Jan-22
19964XQVV,XC69MS,01-Jan-22,Accident,CVR,46643.1196,14-Mar-22
19974RIGA,LU85UF,01-Jul-21,Non Marine,PRT,12020.4546,11-Aug-21
20050XUWY,CA75GG,09-Jul-21,Property,OM,157195.969,18-Dec-21
20093RQTX,XW65OF,13-Oct-21,Non Marine,OM,106432.9784,06-Jan-22
20109KYHT,AL83NF,01-Nov-21,Property,OM,47180.1792,04-Jun-22
20125UQWW,BE86XO,01-Jan-21,Non Marine,OM,146961.3684,18-May-21
20139JLGF,CR69TT,02-Sep-21,Const,OM,44595.8408,24-Nov-21
20142KBZV,WE68SG,01-Jan-21,Non Marine,OM,30594.7866,06-Jul-21
20149ERSH,NI70DC,31-May-22,Non Marine,OM,12462.366,11-Jul-22
20153OHOS,MU89OH,01-Jun-21,Casualty,OM,37421.0256,09-Jul-21
20163FAHV,ZX83ZQ,01-Oct-21,Aviation,OM,76336.2964,02-May-22
20194LOUU,HI81EO,01-Jul-21,Casualty,BON,168305.0824,22-Oct-21
20196DGDC,AK77JP,01-Jul-21,Aviation,OM,151186.266,07-Jan-22
20213PMDE,FV66DL,31-Dec-21,Non Marine,OM,138398.8046,31-Mar-22
20228YHKB,HH67JU,01-May-22,Infra,OM,47435.381,06-Jul-22
20239JFIX,FR85CG,01-Mar-21,Casualty,OM,62501.5776,24-Oct-21
20261GUAF,PN79AD,01-Oct-21,Retail,OM,78348.1384,04-May-22
20279SMXL,NV79IT,01-Jul-21,Non Marine,OM,23049.1982,17-Jan-22
20317YAFY,EX86QN,01-Jul-22,Aviation,OM,14419.6416,17-Sep-22
20376MEFW,QO80CV,04-Aug-22,Infra,OM,26162.4132,01-Nov-22
20395XNZZ,RK78AF,01-Jul-22,Casualty,ELT,20847.6086,07-Aug-22
20399VRXQ,SA75HH,21-May-22,Property,OM,39001.452,16-Jul-22
20404NEJJ,RY67XF,30-Jun-21,Property,OM,15006.201,19-Aug-21
20411JTPS,CP68RN,26-Dec-21,Property,OM,121531.8972,03-Mar-22
20463PIJD,IG72WK,01-Apr-22,Property,OM,90430.3036,06-Jun-22
20474LYKY,XM87JQ,01-Jan-22,Property,OM,170002.854,06-Feb-22
20475XNUX,CT87OW,01-Mar-22,Infra,OM,19544.8848,22-Apr-22
20485ORCY,DE76BP,01-Jul-22,Property,OM,127408.281,22-Sep-22
20500QWFH,CO80VK,22-May-21,Property,OM,183929.0852,15-Jan-22
20545EUCY,FT66HU,01-Nov-21,Non Marine,OM,64755.705,14-Jan-22
20567HOLY,WF70LL,30-Jun-22,Property,OM,64045.352,28-Aug-22
20570FBEX,TQ85YC,01-Jun-21,Property,OM,69868.512,04-Nov-21
20582ROSX,PX68DP,01-Jan-21,Retail,OM,10927.147,24-May-21
20595RNUR,QC67CS,19-Sep-22,Retail,OM,178819.4142,23-Oct-22
20637OGZV,HL81SM,01-Dec-21,Non Marine,OM,149250.8542,05-Feb-22
20658BOGW,JV73MY,01-Feb-21,Retail,OM,155859.4254,03-Jul-21
20666BRYS,TZ83BF,30-Jan-22,Non Marine,BO,20413.302,09-Apr-22
20677TFAC,QE81FR,25-Mar-22,Retail,OM,81000.724,21-Jun-22
20678RDWX,MN85HV,31-Aug-22,Non Marine,OM,50383.1328,30-Oct-22
20679TQLQ,LG90WL,01-May-22,Retail,OM,110960.2158,20-Jul-22
20684USTR,PR78DT,01-Mar-21,Non Marine,OM,31049.3008,16-May-21
20702XJXW,KK65HM,01-May-21,Non Marine,ELT,50133.3504,17-Nov-21
20720MVUH,PW77VF,31-Oct-22,Retail,OM,16416.96,27-Nov-22
20730HRNS,OQ76CG,01-Aug-22,Infra,ELT,80999.6754,09-Sep-22
20772PEMW,BX86JD,01-Jan-21,Casualty,ELT,104268.7856,06-Apr-21
20834BROJ,HY70XF,28-Jun-21,Non Marine,OM,62101.8846,24-Sep-21
20835OCDT,BQ86ZC,15-Jun-22,Non Marine,OM,183948.9008,21-Jul-22
20839VDRQ,NV79IT,01-Mar-21,Non Marine,OM,18946.3204,03-Apr-21
20845GQUN,AK77JP,06-Jun-22,Aviation,OM,122447.1584,26-Aug-22
20891NIZA,PF80WK,31-Dec-21,Const,OM,83771.331,22-Jun-22
20939RLTB,DL87BQ,31-Jan-22,Property,OM,138559.456,29-Mar-22
20945DLSC,ZB86CE,01-Jul-21,Aviation,OM,177277.296,19-Feb-22
20962QMMQ,HV68LY,13-Feb-22,Non Marine,OM,127945.1544,02-Apr-22
20970UPGS,XW65OF,01-Nov-21,Non Marine,OM,179252.878,08-Jun-22
20972XRIV,VI74EK,23-Jul-21,Non Marine,OM,136373.5268,28-Feb-22
20975TOME,PM71QF,01-Nov-21,Retail,OM,32948.9328,13-Jan-22
21044JIAL,XS82FJ,30-Jun-22,Infra,OM,106072.3384,27-Sep-22
21069PYKB,SI88MI,30-Sep-22,Const,OM,175235.5836,20-Nov-22
21133BEIK,AP84LI,01-Apr-22,Non Marine,OM,74427.227,10-Jun-22
21158FHCK,TU89ED,01-Jul-21,Property,OM,92412.775,24-Oct-21
21194RXDN,EQ83JH,31-Mar-21,Non Marine,OM,177476.53,21-Aug-21
21201PIWC,XW65OF,01-Apr-21,Non Marine,OM,81645.0348,14-Oct-21
21206UQMT,BI72KY,01-Jan-22,Infra,OM,146128.4076,27-Mar-22
21219IVTP,KU85HE,01-Nov-21,Property,OM,79087.7934,18-Mar-22
21230TFYN,FZ70KU,01-Apr-22,Non Marine,OM,110252.4892,05-Jun-22
21241SODN,QL84CK,19-May-21,Non Marine,OM,45348.9218,10-Oct-21
21243REXO,AW73XE,22-Oct-22,Casualty,OM,182612.2396,15-Nov-22
21278CSAZ,MR65PG,01-Jun-22,Property,OM,75997.4124,25-Jul-22
21283XJZI,PL71GS,01-Feb-22,Non Marine,OM,181667.2648,20-Apr-22
21317FMKS,IR69KP,01-Jun-22,Const,OM,176893.6554,03-Aug-22
21317WJIH,VO81SK,01-Apr-22,Property,OM,68335.5372,26-May-22
21342WFEK,IL83HZ,01-May-22,Property,OM,53731.7536,08-Jun-22
21381JZEW,IB88PA,13-Mar-21,Infra,OM,76332.2294,07-Nov-21
21390NIMB,KC74VQ,01-Feb-21,Infra,OM,147212.3464,11-Apr-21
21398JNYD,EQ69KF,28-Aug-21,Infra,OM,144100.0232,01-Apr-22
21419WXAB,GA83ZM,01-May-21,Retail,OM,82550.4372,05-Dec-21
21442ZBBQ,ZX78JI,30-Nov-21,Non Marine,OM,85809.8878,15-Mar-22
21491CQJR,MA81TI,01-Jan-22,Energy,OM,45069.1808,04-Mar-22
21503QUKB,QW84MO,01-Jun-21,Infra,ELT,149882.1506,27-Jan-22
21521BUWI,TJ72CM,01-Jan-21,Const,OM,157678.1192,26-Mar-21
21555WNIA,MT84OW,30-Jul-22,Casualty,OM,56257.0176,23-Oct-22
21560ACBM,VI73SU,06-Jan-22,Retail,OM,77589.3048,25-Feb-22
21562XTIU,WR74GV,01-Apr-21,Aviation,OM,85344.0252,19-Sep-21
21568GXWO,LM89SW,16-Sep-22,Property,CVR,51340.0734,30-Oct-22
21573QPJZ,NE81QX,01-Oct-21,Non Marine,OM,15305.9634,30-May-22
21590FVPB,BR81PP,01-Feb-22,Property,OM,72563.9824,28-Mar-22
21594GKCJ,OK79DX,30-Aug-21,Non Marine,OM,172488.9474,10-Apr-22
21602BKCB,AW73XE,01-Nov-21,Casualty,OM,69332.011,13-Jun-22
21610FWDZ,TJ74OD,31-May-21,Infra,OM,87746.0836,01-Dec-21
21614BICT,OK79DX,01-Jun-21,Non Marine,OM,71503.6322,16-Aug-21
21643ZVJT,NA67SV,04-Oct-21,Infra,OM,177116.3604,03-Feb-22
21672KWKQ,KA73TK,06-Apr-21,Property,OM,16780.1088,13-Nov-21
21677QWZL,TM83UU,28-Feb-21,Retail,OM,21640.6932,24-Jul-21
21683QUTI,CI87OG,01-Jul-22,Infra,OM,14569.3366,12-Sep-22
21693KZJY,GN75RN,30-Sep-22,Infra,OM,74510.723,04-Oct-22
21727FJYD,YL70TR,01-Feb-21,Non Marine,OM,78791.461,30-Aug-21
21754IETW,IS73CJ,01-Jan-22,Property,OM,56553.2814,27-Mar-22
21755CZLR,MU89OH,15-Oct-21,Casualty,OM,97160.924,26-Mar-22
21768QFDS,XT84ZF,20-Jan-21,Retail,OM,70517.86,08-Jul-21
21774HAPD,QE81FR,01-Apr-21,Retail,OM,62822.5864,26-Nov-21
21775ALZJ,ZW89VZ,01-Oct-21,Casualty,PRT,23982.5796,25-Feb-22
21785CEZT,YH72DB,21-Sep-21,Infra,OM,164191.9048,01-Feb-22
21786EOGO,ME74GU,31-Mar-21,Non Marine,OM,59244.0576,23-Aug-21
21793FDIW,VY66FM,25-Mar-21,Property,OM,89775.3108,10-Aug-21
21807UTMK,PN81VF,30-Apr-21,Non Marine,OM,100895.3512,17-Nov-21
21820SFRP,XT84ZF,25-Mar-22,Non Marine,OM,180307.4168,21-May-22
21835TPFS,WX72IS,07-Feb-22,Infra,OM,156798.432,15-Apr-22
21839ZCNU,CB88HJ,01-May-21,Non Marine,OM,98084.868,26-Dec-21
21846FTQZ,RE79KI,28-Apr-22,Property,OM,87407.866,11-Jun-22
21877LNUK,TO73NI,01-Nov-22,Casualty,OM,77586.8744,13-Nov-22
21913DWRL,UB69GF,01-Apr-22,Non Marine,OM,64710.5368,14-Jun-22
21973YPPK,XO82YS,01-Apr-21,Aero,ELT,77263.0236,10-Sep-21
21975BMWW,PX68DP,15-May-22,Property,OM,106510.516,29-Jun-22
22029KAWJ,FT88QO,01-Sep-21,Property,OM,165327.96,17-Mar-22
22049PKXI,TT89WN,01-Aug-21,Property,OM,108743.887,07-Oct-21
22057CWXB,BR83VF,01-Jul-22,Const,OM,79885.5428,09-Sep-22
22073HAII,MQ86UD,30-Sep-21,Non Marine,ELT,34475.5278,06-Jun-22
22092QPMF,DB76PZ,07-Jan-22,Retail,OM,158995.5528,19-Mar-22
22093WPUW,DM73IR,01-Jan-21,Non Marine,BON,156759.8592,07-Jul-21
22099VUYJ,FZ70KU,29-Nov-22,Non Marine,OM,164219.09,04-Dec-22
22121UWTM,PE88NZ,15-May-21,Non Marine,OM,84997.507,24-Sep-21
22134TZFG,FT66HU,01-Feb-22,Non Marine,OM,45193.4252,25-Mar-22
22173JTQX,XY67XZ,01-Jan-22,Non Marine,OM,134991.7268,01-Mar-22
22187GCOH,TJ72CM,01-Jan-21,Const,OM,144318.2104,21-Aug-21
22194UKUH,PP89AJ,16-Apr-22,Aviation,OM,74536.644,29-May-22
22217KZUH,DC85HS,15-May-21,Infra,BON,74942.2464,05-Oct-21
22245CGRF,HT71RH,01-Mar-21,Non Marine,OM,53903.9592,05-May-21
22271HMEA,VK81IW,01-Nov-21,Const,OM,22054.459,02-Jan-22
22300FUGR,EQ83JH,19-May-21,Non Marine,OM,73675.7532,09-Sep-21
22402FSUE,XT84ZF,01-Nov-21,Non Marine,OM,34389.0624,17-Feb-22
22453PRBP,TJ74OD,25-Nov-21,Infra,OM,148943.3008,08-Mar-22
22484WIHZ,OK86TH,01-Jul-21,Retail,OM,22158.3978,19-Nov-21
22491OJOH,YF82DI,30-Nov-21,Non Marine,OM,52230.3936,30-Mar-22
22507ZFIT,QW76IM,01-Apr-22,Casualty,OM,177653.1456,18-Jun-22
22511JVXL,TI72YH,01-Apr-21,Retail,OM,176000.2972,06-Jun-21
22521GFUC,ZO89RI,31-Mar-22,Non Marine,OM,78480.0464,19-May-22
22587NYBV,NA83ZU,01-Apr-22,Retail,OM,159178.7442,08-May-22
22613MQKZ,CA66UY,01-Jan-22,Infra,ELT,176543.6484,20-Mar-22
22628XFBN,CT89QS,01-Oct-22,Non Marine,OM,140568.3972,06-Nov-22
22639XMQZ,BS74IW,17-Jul-22,Non Marine,OM,128611.4956,16-Sep-22
22653SYTA,KI86BR,08-Apr-22,Retail,OM,88332.349,11-May-22
22665GEHX,TN69KE,16-Aug-22,Property,OM,171020.5644,01-Oct-22
22699FCGL,CP68RN,02-May-21,Property,OM,82665.401,13-Jul-21
22703WDDZ,DC82HG,01-Apr-21,Retail,OM,35346.346,21-Nov-21
22750GWHO,PV82DZ,01-Oct-22,Non Marine,OM,15446.9952,08-Nov-22
22838ZHAH,EQ69KF,10-Sep-21,Infra,OM,9754.2144,15-Feb-22
22847LBHS,OL88KN,21-Jun-22,Non Marine,OM,167414.4192,05-Sep-22
22890EYTQ,QK75ZR,01-Jun-22,Non Marine,OM,42741.0144,11-Jul-22
22904LJWV,OM76XV,01-Nov-21,Infra,OM,126597.8112,21-Jun-22
22914QWOF,VG74JI,01-Jul-22,Property,OM,91477.1396,11-Sep-22
22923HUDZ,HR90RW,01-Apr-21,Non Marine,OM,52374.2576,21-Jun-21
22935HKEE,LU72KD,01-Jan-22,Infra,OM,68376.0896,03-Feb-22
22955RGMI,TZ83BF,06-Dec-22,Non Marine,BO,116561.6214,07-Dec-22
22960TXCA,SF86WB,30-Jun-21,Retail,OM,151284.1876,15-Sep-21
22964JACT,VG84BP,18-Jul-22,Non Marine,OM,90807.339,23-Sep-22
22969OIDA,FX65XK,01-Oct-22,Property,OM,143797.4776,05-Nov-22
23018RUYA,XH74TA,01-Apr-22,Const,PRT,135897.9426,25-Jun-22
23063BILB,RB84JW,01-May-21,Casualty,OM,103787.88,15-Nov-21
23113MLFX,TM83UU,15-Jan-21,Retail,OM,160752.6144,18-Jun-21
23157IWRI,TU89ED,01-Jul-21,Property,OM,186028.1472,22-Jan-22
